Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
BZH,BEAZER HOMES INC,Consumer Discretionary,Equity,"14,126,951.10",0.03,"14,126,951.10","664,485.00",21.26,United States,New York Stock Exchange Inc.,USD,1,USD,-
ARCT,ARCTURUS THERAPEUTICS HOLDINGS INC,Health Care,Equity,"14,093,173.50",0.03,"14,093,173.50","522,550.00",26.97,United States,NASDAQ,USD,1,USD,-
MODV,MODIVCARE INC,Health Care,Equity,"14,008,688.72",0.03,"14,008,688.72","282,092.00",49.66,United States,NASDAQ,USD,1,USD,-
BFC,BANK FIRST CORP,Financials,Equity,"13,997,462.60",0.03,"13,997,462.60","171,959.00",81.4,United States,NASDAQ,USD,1,USD,-
CBL,CBL ASSOCIATES PROPERTIES INC,Real Estate,Equity,"13,999,045.14",0.03,"13,999,045.14","593,683.00",23.58,United States,New York Stock Exchange Inc.,USD,1,USD,-
OSPN,ONESPAN INC,Information Technology,Equity,"13,991,461.54",0.03,"13,991,461.54","896,314.00",15.61,United States,NASDAQ,USD,1,USD,-
RXST,RXSIGHT INC,Health Care,Equity,"13,974,071.18",0.03,"13,974,071.18","533,158.00",26.21,United States,NASDAQ,USD,1,USD,-
RAPT,RAPT THERAPEUTICS INC,Health Care,Equity,"13,963,377.36",0.03,"13,963,377.36","668,424.00",20.89,United States,NASDAQ,USD,1,USD,-
AMK,ASSETMARK FINANCIAL HOLDINGS INC,Financials,Equity,"13,932,323.10",0.03,"13,932,323.10","486,294.00",28.65,United States,New York Stock Exchange Inc.,USD,1,USD,-
TELL,TELLURIAN INC,Energy,Equity,"13,900,457.96",0.03,"13,900,457.96","11,393,818.00",1.22,United States,Nyse Mkt Llc,USD,1,USD,-
ARKO,ARKO,Consumer Discretionary,Equity,"13,901,384.65",0.03,"13,901,384.65","1,841,243.00",7.55,United States,NASDAQ,USD,1,USD,-
LASR,NLIGHT INC,Information Technology,Equity,"13,901,616.85",0.03,"13,901,616.85","995,105.00",13.97,United States,NASDAQ,USD,1,USD,-
AMBC,AMBAC FINANCIAL GROUP INC,Financials,Equity,"13,868,599.90",0.03,"13,868,599.90","997,741.00",13.9,United States,New York Stock Exchange Inc.,USD,1,USD,-
KOP,KOPPERS HOLDINGS INC,Materials,Equity,"13,863,915.68",0.03,"13,863,915.68","448,961.00",30.88,United States,New York Stock Exchange Inc.,USD,1,USD,-
IE,IVANHOE ELECTRIC INC,Materials,Equity,"13,806,842.40",0.03,"13,806,842.40","1,041,240.00",13.26,United States,New York Stock Exchange Inc.,USD,1,USD,-
ANIP,ANI PHARMACEUTICALS INC,Health Care,Equity,"13,766,170.00",0.03,"13,766,170.00","284,425.00",48.4,United States,NASDAQ,USD,1,USD,-
DX,DYNEX CAPITAL REIT INC,Financials,Equity,"13,754,629.86",0.03,"13,754,629.86","1,191,909.00",11.54,United States,New York Stock Exchange Inc.,USD,1,USD,-
SXC,SUNCOKE ENERGY INC,Materials,Equity,"13,743,556.96",0.03,"13,743,556.96","1,890,448.00",7.27,United States,New York Stock Exchange Inc.,USD,1,USD,-
KAMN,KAMAN CORP,Industrials,Equity,"13,725,257.39",0.03,"13,725,257.39","632,209.00",21.71,United States,New York Stock Exchange Inc.,USD,1,USD,-
ATEX,ANTERIX INC,Communication,Equity,"13,709,816.19",0.03,"13,709,816.19","415,827.00",32.97,United States,NASDAQ,USD,1,USD,-
THRY,THRYV HOLDINGS INC,Communication,Equity,"13,669,795.56",0.03,"13,669,795.56","572,437.00",23.88,United States,NASDAQ,USD,1,USD,-
LFST,LIFESTANCE HEALTH GROUP INC,Health Care,Equity,"13,661,144.42",0.03,"13,661,144.42","1,612,886.00",8.47,United States,NASDAQ,USD,1,USD,-
GES,GUESS INC,Consumer Discretionary,Equity,"13,631,424.79",0.03,"13,631,424.79","696,547.00",19.57,United States,New York Stock Exchange Inc.,USD,1,USD,-
EB,EVENTBRITE CLASS A INC,Communication,Equity,"13,624,061.28",0.03,"13,624,061.28","1,755,678.00",7.76,United States,New York Stock Exchange Inc.,USD,1,USD,-
TR,TOOTSIE ROLL INDUSTRIES INC,Consumer Staples,Equity,"13,590,751.84",0.03,"13,590,751.84","361,168.00",37.63,United States,New York Stock Exchange Inc.,USD,1,USD,-
GTN,GRAY TELEVISION INC,Communication,Equity,"13,577,220.16",0.03,"13,577,220.16","1,844,731.00",7.36,United States,New York Stock Exchange Inc.,USD,1,USD,-
EGBN,EAGLE BANCORP INC,Financials,Equity,"13,570,551.05",0.03,"13,570,551.05","647,759.00",20.95,United States,NASDAQ,USD,1,USD,-
ETD,ETHAN ALLEN INTERIORS INC,Consumer Discretionary,Equity,"13,560,898.00",0.03,"13,560,898.00","511,732.00",26.5,United States,New York Stock Exchange Inc.,USD,1,USD,-
AOSL,ALPHA AND OMEGA SEMICONDUCTOR LTD,Information Technology,Equity,"13,538,898.94",0.03,"13,538,898.94","494,662.00",27.37,United States,NASDAQ,USD,1,USD,-
NRC,NATIONAL RESEARCH CORP,Health Care,Equity,"13,539,253.65",0.03,"13,539,253.65","303,095.00",44.67,United States,NASDAQ,USD,1,USD,-
KELYA,KELLY SERVICES INC CLASS A,Industrials,Equity,"13,414,926.00",0.03,"13,414,926.00","757,050.00",17.72,United States,NASDAQ,USD,1,USD,-
VMEO,VIMEO INC,Communication,Equity,"13,415,353.45",0.03,"13,415,353.45","3,201,755.00",4.19,United States,NASDAQ,USD,1,USD,-
LYEL,LYELL IMMUNOPHARMA INC,Health Care,Equity,"13,361,242.32",0.03,"13,361,242.32","3,906,796.00",3.42,United States,NASDAQ,USD,1,USD,-
CHS,CHICOS FAS INC,Consumer Discretionary,Equity,"13,347,597.30",0.03,"13,347,597.30","2,729,570.00",4.89,United States,New York Stock Exchange Inc.,USD,1,USD,-
ACRS,ACLARIS THERAPEUTICS INC,Health Care,Equity,"13,325,275.46",0.03,"13,325,275.46","1,453,138.00",9.17,United States,NASDAQ,USD,1,USD,-
BBSI,BARRETT BUSINESS SERVICES INC,Industrials,Equity,"13,328,519.40",0.03,"13,328,519.40","153,909.00",86.6,United States,NASDAQ,USD,1,USD,-
YORW,YORK WATER,Utilities,Equity,"13,254,875.01",0.03,"13,254,875.01","309,621.00",42.81,United States,NASDAQ,USD,1,USD,-
OPK,OPKO HEALTH INC,Health Care,Equity,"13,198,071.10",0.03,"13,198,071.10","9,102,118.00",1.45,United States,NASDAQ,USD,1,USD,-
CLBK,COLUMBIA FINANCIAL INC,Financials,Equity,"13,161,883.68",0.03,"13,161,883.68","759,924.00",17.32,United States,NASDAQ,USD,1,USD,-
AORT,ARTIVION INC,Health Care,Equity,"13,149,631.30",0.03,"13,149,631.30","879,574.00",14.95,United States,New York Stock Exchange Inc.,USD,1,USD,-
FPI,FARMLAND PARTNERS INC,Real Estate,Equity,"13,139,175.94",0.03,"13,139,175.94","1,126,859.00",11.66,United States,New York Stock Exchange Inc.,USD,1,USD,-
BRSP,BRIGHTSPIRE CAPITAL INC CLASS A,Financials,Equity,"13,119,702.20",0.03,"13,119,702.20","2,116,081.00",6.2,United States,New York Stock Exchange Inc.,USD,1,USD,-
SCS,STEELCASE INC CLASS A,Industrials,Equity,"13,077,085.45",0.03,"13,077,085.45","1,948,895.00",6.71,United States,New York Stock Exchange Inc.,USD,1,USD,-
KE,KIMBALL ELECTRONICS INC,Information Technology,Equity,"13,050,505.44",0.03,"13,050,505.44","524,538.00",24.88,United States,NASDAQ,USD,1,USD,-
VTOL,BRISTOW GROUP INC,Energy,Equity,"13,048,935.39",0.03,"13,048,935.39","523,423.00",24.93,United States,New York Stock Exchange Inc.,USD,1,USD,-
LGFA,LIONS GATE ENTERTAINMENT VOTING CO,Communication,Equity,"13,049,261.42",0.03,"13,049,261.42","1,335,646.00",9.77,United States,New York Stock Exchange Inc.,USD,1,USD,-
BIGC,BIGCOMMERCE HOLDINGS INC SERIES,Information Technology,Equity,"13,038,404.75",0.03,"13,038,404.75","1,456,805.00",8.95,United States,NASDAQ,USD,1,USD,-
RPAY,REPAY HOLDINGS CORP CLASS A,Financials,Equity,"12,990,396.73",0.03,"12,990,396.73","1,989,341.00",6.53,United States,NASDAQ,USD,1,USD,-
HAYN,HAYNES INTERNATIONAL INC,Materials,Equity,"12,979,812.75",0.03,"12,979,812.75","276,225.00",46.99,United States,NASDAQ,USD,1,USD,-
UBA,URSTADT BIDDLE PROPERTIES REIT INC,Real Estate,Equity,"12,951,540.00",0.03,"12,951,540.00","649,200.00",19.95,United States,New York Stock Exchange Inc.,USD,1,USD,-
FDMT,4D MOLECULAR THERAPEUTICS INC,Health Care,Equity,"12,955,998.80",0.03,"12,955,998.80","677,615.00",19.12,United States,NASDAQ,USD,1,USD,-
IIIN,INSTEEL INDUSTRIES INC,Industrials,Equity,"12,909,093.00",0.02,"12,909,093.00","417,770.00",30.9,United States,New York Stock Exchange Inc.,USD,1,USD,-
AMWL,AMERICAN WELL CORP CLASS A,Health Care,Equity,"12,886,655.00",0.02,"12,886,655.00","5,154,662.00",2.5,United States,New York Stock Exchange Inc.,USD,1,USD,-
REX,REX AMERICAN RESOURCES CORP,Energy,Equity,"12,865,771.56",0.02,"12,865,771.56","379,074.00",33.94,United States,New York Stock Exchange Inc.,USD,1,USD,-
EGLE,EAGLE BULK SHIPPING INC,Industrials,Equity,"12,845,597.64",0.02,"12,845,597.64","302,748.00",42.43,United States,New York Stock Exchange Inc.,USD,1,USD,-
HSTM,HEALTHSTREAM INC,Health Care,Equity,"12,831,687.47",0.02,"12,831,687.47","545,797.00",23.51,United States,NASDAQ,USD,1,USD,-
CTBI,COMMUNITY TRUST BANCORP INC,Financials,Equity,"12,816,919.93",0.02,"12,816,919.93","360,127.00",35.59,United States,NASDAQ,USD,1,USD,-
SBGI,SINCLAIR CLASS A,Real Estate,Equity,"12,808,345.42",0.02,"12,808,345.42","909,038.00",14.09,United States,NASDAQ,USD,1,USD,-
CVGW,CALAVO GROWERS INC,Consumer Staples,Equity,"12,784,481.20",0.02,"12,784,481.20","392,162.00",32.6,United States,NASDAQ,USD,1,USD,-
NAPA,DUCKHORN PORTFOLIO INC,Consumer Staples,Equity,"12,758,388.76",0.02,"12,758,388.76","936,052.00",13.63,United States,New York Stock Exchange Inc.,USD,1,USD,-
UHT,UNIVERSAL HEALTH REALTY INCOME TRU,Real Estate,Equity,"12,680,383.52",0.02,"12,680,383.52","282,037.00",44.96,United States,New York Stock Exchange Inc.,USD,1,USD,-
GRC,GORMAN-RUPP,Industrials,Equity,"12,645,349.14",0.02,"12,645,349.14","488,426.00",25.89,United States,New York Stock Exchange Inc.,USD,1,USD,-
DCOM,DIME COMMUNITY BANCSHARES INC,Financials,Equity,"12,625,968.00",0.02,"12,625,968.00","742,704.00",17,United States,NASDAQ,USD,1,USD,-
DM,DESKTOP METAL INC CLASS A,Industrials,Equity,"12,512,425.12",0.02,"12,512,425.12","6,015,589.00",2.08,United States,New York Stock Exchange Inc.,USD,1,USD,-
POWL,POWELL INDUSTRIES INC,Industrials,Equity,"12,499,992.04",0.02,"12,499,992.04","205,187.00",60.92,United States,NASDAQ,USD,1,USD,-
SATS,ECHOSTAR CORP CLASS A,Communication,Equity,"12,472,744.65",0.02,"12,472,744.65","762,859.00",16.35,United States,NASDAQ,USD,1,USD,-
UVSP,UNIVEST FINANCIAL CORP,Financials,Equity,"12,458,533.78",0.02,"12,458,533.78","677,831.00",18.38,United States,NASDAQ,USD,1,USD,-
OCUL,OCULAR THERAPEUTIX INC,Health Care,Equity,"12,459,444.54",0.02,"12,459,444.54","1,723,298.00",7.23,United States,NASDAQ,USD,1,USD,-
BANC,BANC OF CALIFORNIA INC,Financials,Equity,"12,439,669.56",0.02,"12,439,669.56","1,085,486.00",11.46,United States,New York Stock Exchange Inc.,USD,1,USD,-
BLX,BANCO LATINOAMERICANO DE COMERCIO,Financials,Equity,"12,438,617.58",0.02,"12,438,617.58","622,242.00",19.99,Panama,New York Stock Exchange Inc.,USD,1,USD,-
SANA,SANA BIOTECHNOLOGY INC,Health Care,Equity,"12,429,954.70",0.02,"12,429,954.70","1,998,385.00",6.22,United States,NASDAQ,USD,1,USD,-
WTTR,SELECT WATER SOLUTIONS INC CLASS A,Energy,Equity,"12,338,389.79",0.02,"12,338,389.79","1,621,339.00",7.61,United States,New York Stock Exchange Inc.,USD,1,USD,-
BALY,BALLY S CORP,Consumer Discretionary,Equity,"12,321,885.68",0.02,"12,321,885.68","803,252.00",15.34,United States,New York Stock Exchange Inc.,USD,1,USD,-
ALKT,ALKAMI TECHNOLOGY INC,Information Technology,Equity,"12,316,881.75",0.02,"12,316,881.75","808,725.00",15.23,United States,NASDAQ,USD,1,USD,-
CEVA,CEVA INC,Information Technology,Equity,"12,304,591.36",0.02,"12,304,591.36","509,296.00",24.16,United States,NASDAQ,USD,1,USD,-
GPRO,GOPRO INC CLASS A,Consumer Discretionary,Equity,"12,294,541.53",0.02,"12,294,541.53","2,906,511.00",4.23,United States,NASDAQ,USD,1,USD,-
KNTK,KINETIK HOLDINGS INC CLASS A,Energy,Equity,"12,282,505.77",0.02,"12,282,505.77","378,739.00",32.43,United States,New York Stock Exchange Inc.,USD,1,USD,-
MTW,MANITOWOC INC,Industrials,Equity,"12,269,565.62",0.02,"12,269,565.62","773,617.00",15.86,United States,New York Stock Exchange Inc.,USD,1,USD,-
AMPL,AMPLITUDE INC CLASS A,Information Technology,Equity,"12,249,123.68",0.02,"12,249,123.68","1,246,096.00",9.83,United States,NASDAQ,USD,1,USD,-
CASS,CASS INFORMATION SYSTEMS INC,Financials,Equity,"12,244,516.92",0.02,"12,244,516.92","310,302.00",39.46,United States,NASDAQ,USD,1,USD,-
TBI,TRUEBLUE INC,Industrials,Equity,"12,221,558.88",0.02,"12,221,558.88","724,026.00",16.88,United States,New York Stock Exchange Inc.,USD,1,USD,-
HFWA,HERITAGE FINANCIAL CORP,Financials,Equity,"12,181,868.18",0.02,"12,181,868.18","724,249.00",16.82,United States,NASDAQ,USD,1,USD,-
RES,RPC INC,Energy,Equity,"12,184,298.28",0.02,"12,184,298.28","1,678,278.00",7.26,United States,New York Stock Exchange Inc.,USD,1,USD,-
ESTE,EARTHSTONE ENERGY INC CLASS A,Energy,Equity,"12,172,941.35",0.02,"12,172,941.35","974,615.00",12.49,United States,New York Stock Exchange Inc.,USD,1,USD,-
OSBC,OLD SECOND BANCORP INC,Financials,Equity,"12,157,688.55",0.02,"12,157,688.55","959,565.00",12.67,United States,NASDAQ,USD,1,USD,-
SWBI,SMITH WESSON BRANDS INC,Consumer Discretionary,Equity,"12,143,383.24",0.02,"12,143,383.24","1,013,638.00",11.98,United States,NASDAQ,USD,1,USD,-
TITN,TITAN MACHINERY INC,Industrials,Equity,"12,087,351.02",0.02,"12,087,351.02","451,526.00",26.77,United States,NASDAQ,USD,1,USD,-
GMRE,GLOBAL MEDICAL REIT INC,Real Estate,Equity,"12,073,179.53",0.02,"12,073,179.53","1,367,291.00",8.83,United States,New York Stock Exchange Inc.,USD,1,USD,-
ACEL,ACCEL ENTERTAINMENT INC CLASS A,Consumer Discretionary,Equity,"12,048,104.16",0.02,"12,048,104.16","1,262,904.00",9.54,United States,New York Stock Exchange Inc.,USD,1,USD,-
CNOB,CONNECTONE BANCORP INC,Financials,Equity,"12,029,080.50",0.02,"12,029,080.50","844,146.00",14.25,United States,NASDAQ,USD,1,USD,-
HY,HYSTER YALE MATERIALS HANDLING INC,Industrials,Equity,"12,021,461.69",0.02,"12,021,461.69","244,289.00",49.21,United States,New York Stock Exchange Inc.,USD,1,USD,-
PFC,PREMIER FINANCIAL CORP,Financials,Equity,"12,000,625.28",0.02,"12,000,625.28","805,952.00",14.89,United States,NASDAQ,USD,1,USD,-
ME,23ANDME HOLDING CLASS A,Health Care,Equity,"11,993,991.36",0.02,"11,993,991.36","5,766,342.00",2.08,United States,NASDAQ,USD,1,USD,-
AGEN,AGENUS INC,Health Care,Equity,"11,886,885.36",0.02,"11,886,885.36","6,871,032.00",1.73,United States,NASDAQ,USD,1,USD,-
CNDT,CONDUENT INC,Industrials,Equity,"11,843,696.34",0.02,"11,843,696.34","3,870,489.00",3.06,United States,NASDAQ,USD,1,USD,-
AGX,ARGAN INC,Industrials,Equity,"11,822,975.88",0.02,"11,822,975.88","288,506.00",40.98,United States,New York Stock Exchange Inc.,USD,1,USD,-
LAND,GLADSTONE LAND REIT CORP,Real Estate,Equity,"11,804,807.13",0.02,"11,804,807.13","718,491.00",16.43,United States,NASDAQ,USD,1,USD,-
EBIX,EBIX INC,Information Technology,Equity,"11,801,190.32",0.02,"11,801,190.32","591,242.00",19.96,United States,NASDAQ,USD,1,USD,-
IIIV,I3 VERTICALS INC CLASS A,Financials,Equity,"11,763,585.12",0.02,"11,763,585.12","518,448.00",22.69,United States,NASDAQ,USD,1,USD,-
XPOF,XPONENTIAL FITNESS INC CLASS A,Consumer Discretionary,Equity,"11,760,378.26",0.02,"11,760,378.26","460,469.00",25.54,United States,New York Stock Exchange Inc.,USD,1,USD,-
TWI,TITAN INTERNATIONAL INC,Industrials,Equity,"11,688,115.56",0.02,"11,688,115.56","1,153,812.00",10.13,United States,New York Stock Exchange Inc.,USD,1,USD,-
HCCI,HERITAGE CRYSTAL INC,Industrials,Equity,"11,681,339.52",0.02,"11,681,339.52","352,272.00",33.16,United States,NASDAQ,USD,1,USD,-
TRST,TRUSTCO BANK CORP,Financials,Equity,"11,677,138.20",0.02,"11,677,138.20","411,892.00",28.35,United States,NASDAQ,USD,1,USD,-
CNXN,PC CONNECTION INC,Information Technology,Equity,"11,626,931.92",0.02,"11,626,931.92","256,892.00",45.26,United States,NASDAQ,USD,1,USD,-
VCTR,VICTORY CAPITAL HOLDINGS CLASS A I,Financials,Equity,"11,630,635.42",0.02,"11,630,635.42","362,438.00",32.09,United States,NASDAQ,USD,1,USD,-
CLFD,CLEARFIELD INC,Information Technology,Equity,"11,624,635.98",0.02,"11,624,635.98","289,242.00",40.19,United States,NASDAQ,USD,1,USD,-
CLW,CLEARWATER PAPER CORP,Materials,Equity,"11,581,037.51",0.02,"11,581,037.51","378,589.00",30.59,United States,New York Stock Exchange Inc.,USD,1,USD,-
VVX,V2X INC,Industrials,Equity,"11,567,709.22",0.02,"11,567,709.22","270,653.00",42.74,United States,New York Stock Exchange Inc.,USD,1,USD,-
AMTB,AMERANT BANCORP INC CLASS A,Financials,Equity,"11,542,796.13",0.02,"11,542,796.13","627,667.00",18.39,United States,NASDAQ,USD,1,USD,-
BBUC,BROOKFIELD BUSINESS CORP CLASS A,Industrials,Equity,"11,536,804.50",0.02,"11,536,804.50","561,675.00",20.54,Canada,New York Stock Exchange Inc.,USD,1,USD,-
CRMT,AMERICAS CAR MART INC,Consumer Discretionary,Equity,"11,527,187.43",0.02,"11,527,187.43","132,817.00",86.79,United States,NASDAQ,USD,1,USD,-
RGP,RESOURCES CONNECTION INC,Industrials,Equity,"11,521,276.38",0.02,"11,521,276.38","720,981.00",15.98,United States,NASDAQ,USD,1,USD,-
VSEC,VSE CORP,Industrials,Equity,"11,506,198.45",0.02,"11,506,198.45","239,065.00",48.13,United States,NASDAQ,USD,1,USD,-
ENTA,ENANTA PHARMACEUTICALS INC,Health Care,Equity,"11,490,413.09",0.02,"11,490,413.09","448,669.00",25.61,United States,NASDAQ,USD,1,USD,-
NRIX,NURIX THERAPEUTICS INC,Health Care,Equity,"11,490,789.78",0.02,"11,490,789.78","1,047,474.00",10.97,United States,NASDAQ,USD,1,USD,-
STGW,STAGWELL INC CLASS A,Communication,Equity,"11,492,329.10",0.02,"11,492,329.10","1,715,273.00",6.7,United States,NASDAQ,USD,1,USD,-
GNK,GENCO SHIPPING AND TRADING LTD,Industrials,Equity,"11,448,195.99",0.02,"11,448,195.99","830,181.00",13.79,United States,New York Stock Exchange Inc.,USD,1,USD,-
SLGC,SOMALOGIC INC CLASS A,Health Care,Equity,"11,438,426.00",0.02,"11,438,426.00","3,487,325.00",3.28,United States,NASDAQ,USD,1,USD,-
EBF,ENNIS INC,Industrials,Equity,"11,430,450.49",0.02,"11,430,450.49","560,591.00",20.39,United States,New York Stock Exchange Inc.,USD,1,USD,-
BRY,BERRY,Energy,Equity,"11,423,775.00",0.02,"11,423,775.00","1,702,500.00",6.71,United States,NASDAQ,USD,1,USD,-
VVI,VIAD CORP,Industrials,Equity,"11,333,595.36",0.02,"11,333,595.36","459,408.00",24.67,United States,New York Stock Exchange Inc.,USD,1,USD,-
DXPE,DXP ENTERPRISES INC,Industrials,Equity,"11,318,504.12",0.02,"11,318,504.12","339,691.00",33.32,United States,NASDAQ,USD,1,USD,-
-,SCILEX HOLDING CORP,Health Care,Equity,"11,257,806.77",0.02,"11,257,806.77","1,430,471.00",7.87,United States,NASDAQ,USD,1,USD,-
MSFUT,CASH COLLATERAL MSFUT USD,Cash and/or Derivatives,Cash Collateral and Margins,"11,214,000.00",0.02,"11,214,000.00","11,214,000.00",100,United States,-,USD,1,USD,1-Feb-09
EVLV,EVOLV TECHNOLOGIES HOLDINGS INC CL,Information Technology,Equity,"11,172,989.30",0.02,"11,172,989.30","1,893,727.00",5.9,United States,NASDAQ,USD,1,USD,-
CYH,COMMUNITY HEALTH SYSTEMS INC,Health Care,Equity,"11,158,036.00",0.02,"11,158,036.00","2,789,509.00",4,United States,New York Stock Exchange Inc.,USD,1,USD,-
CCO,CLEAR CHANNEL OUTDOOR HOLDINGS INC,Communication,Equity,"11,146,361.40",0.02,"11,146,361.40","8,256,564.00",1.35,United States,New York Stock Exchange Inc.,USD,1,USD,-
PGC,PEAPACK GLADSTONE FINANCIAL CORP,Financials,Equity,"11,146,962.64",0.02,"11,146,962.64","408,613.00",27.28,United States,NASDAQ,USD,1,USD,-
MIRM,MIRUM PHARMACEUTICALS INC,Health Care,Equity,"11,105,501.12",0.02,"11,105,501.12","412,384.00",26.93,United States,NASDAQ,USD,1,USD,-
DHIL,DIAMOND HILL INVESTMENT GROUP INC,Financials,Equity,"11,074,932.50",0.02,"11,074,932.50","66,119.00",167.5,United States,NASDAQ,USD,1,USD,-
TSE,TRINSEO PLC,Materials,Equity,"11,075,258.16",0.02,"11,075,258.16","782,151.00",14.16,United States,New York Stock Exchange Inc.,USD,1,USD,-
ORGN,ORIGIN MATERIALS INC CLASS A,Materials,Equity,"11,055,346.72",0.02,"11,055,346.72","2,372,392.00",4.66,United States,NASDAQ,USD,1,USD,-
ACRE,ARES COMMERCIAL REAL ESTATE REIT C,Financials,Equity,"11,035,365.96",0.02,"11,035,365.96","1,160,396.00",9.51,United States,New York Stock Exchange Inc.,USD,1,USD,-
GSBC,GREAT SOUTHERN BANCORP INC,Financials,Equity,"11,019,622.24",0.02,"11,019,622.24","216,368.00",50.93,United States,NASDAQ,USD,1,USD,-
AVO,MISSION PRODUCE INC,Consumer Staples,Equity,"10,962,991.56",0.02,"10,962,991.56","868,012.00",12.63,United States,NASDAQ,USD,1,USD,-
HSII,HEIDRICK AND STRUGGLES INTERNATION,Industrials,Equity,"10,954,604.77",0.02,"10,954,604.77","437,659.00",25.03,United States,NASDAQ,USD,1,USD,-
SHCR,SHARECARE INC CLASS A,Health Care,Equity,"10,923,323.32",0.02,"10,923,323.32","6,660,563.00",1.64,United States,NASDAQ,USD,1,USD,-
AVD,AMER VANGUARD CORP,Materials,Equity,"10,923,577.85",0.02,"10,923,577.85","625,993.00",17.45,United States,New York Stock Exchange Inc.,USD,1,USD,-
ASC,ARDMORE SHIPPING CORP,Energy,Equity,"10,884,581.95",0.02,"10,884,581.95","907,805.00",11.99,Bermuda,New York Stock Exchange Inc.,USD,1,USD,-
FCBC,FIRST COMMUNITY BANKSHARES INC,Financials,Equity,"10,826,761.30",0.02,"10,826,761.30","380,554.00",28.45,United States,NASDAQ,USD,1,USD,-
TRTX,TPG RE FINANCE TRUST INC,Financials,Equity,"10,808,714.07",0.02,"10,808,714.07","1,559,699.00",6.93,United States,New York Stock Exchange Inc.,USD,1,USD,-
IDT,IDT CORP CLASS B,Communication,Equity,"10,789,955.05",0.02,"10,789,955.05","346,387.00",31.15,United States,New York Stock Exchange Inc.,USD,1,USD,-
AGTI,AGILITI INC,Health Care,Equity,"10,640,480.43",0.02,"10,640,480.43","629,987.00",16.89,United States,New York Stock Exchange Inc.,USD,1,USD,-
GLDD,GREAT LAKES DREDGE AND DOCK CORP,Industrials,Equity,"10,625,266.02",0.02,"10,625,266.02","1,481,906.00",7.17,United States,NASDAQ,USD,1,USD,-
DCO,DUCOMMUN INC,Industrials,Equity,"10,625,276.76",0.02,"10,625,276.76","250,478.00",42.42,United States,New York Stock Exchange Inc.,USD,1,USD,-
CFB,CROSSFIRST BANKSHARES INC,Financials,Equity,"10,618,528.50",0.02,"10,618,528.50","1,035,954.00",10.25,United States,NASDAQ,USD,1,USD,-
